iter	Accuracy	Logloss
877	0.8721910112	0.3204930927
878	0.8721910112	0.3204531795
879	0.8721910112	0.3203100617
880	0.8721910112	0.3202769609
881	0.8721910112	0.3202667111
882	0.8721910112	0.3200969409
883	0.8721910112	0.3199155092
884	0.8721910112	0.3198750234
885	0.8721910112	0.3198738
886	0.8721910112	0.3198602875
887	0.8721910112	0.3197659659
888	0.8721910112	0.31970472
889	0.8707865169	0.3196507681
890	0.8721910112	0.3195442994
891	0.8735955056	0.3193749461
892	0.8735955056	0.3193097099
893	0.8735955056	0.3190951681
894	0.8735955056	0.3190244997
895	0.8735955056	0.3189264309
896	0.8735955056	0.3189153847
897	0.8735955056	0.3187905279
898	0.8735955056	0.3187369843
899	0.8735955056	0.318547895
900	0.8721910112	0.3185217232
901	0.8721910112	0.3184043504
902	0.8721910112	0.3183342932
903	0.8721910112	0.3182179753
904	0.8721910112	0.318179664
905	0.8721910112	0.3180920714
906	0.8721910112	0.3179421542
907	0.8721910112	0.3179314745
908	0.8721910112	0.3178153088
909	0.8721910112	0.3176980244
910	0.8721910112	0.3175999048
911	0.8735955056	0.31745611
912	0.8735955056	0.3173545229
913	0.8735955056	0.3172999062
914	0.8735955056	0.3172882502
915	0.875	0.31717479
916	0.8735955056	0.3169712319
917	0.8735955056	0.3167490932
918	0.875	0.316591171
919	0.875	0.31644723
920	0.875	0.3163193622
921	0.8764044944	0.3159793669
922	0.8764044944	0.3159296142
923	0.875	0.3158031587
924	0.875	0.3156162128
925	0.875	0.3155858348
926	0.875	0.3154871248
927	0.8764044944	0.3151164903
928	0.875	0.3150251798
929	0.875	0.3148388641
930	0.875	0.3147883419
931	0.875	0.3146277842
932	0.8764044944	0.3145254473
933	0.8764044944	0.3143497066
934	0.8764044944	0.314219183
935	0.8778089888	0.313974121
936	0.8778089888	0.3139290508
937	0.8792134831	0.313803479
938	0.8764044944	0.3137741103
939	0.8764044944	0.3137250262
940	0.8764044944	0.3136092778
941	0.8764044944	0.3135822003
942	0.8778089888	0.3134504266
943	0.8778089888	0.3134372773
944	0.8778089888	0.3133776362
945	0.8792134831	0.3132074815
946	0.8792134831	0.3131128146
947	0.8792134831	0.3130643348
948	0.8806179775	0.3130122418
949	0.8806179775	0.312888847
950	0.8806179775	0.3128783833
951	0.8806179775	0.3127090265
952	0.8806179775	0.3126051598
953	0.8806179775	0.312585634
954	0.8806179775	0.3124235531
955	0.8806179775	0.3124179746
956	0.8806179775	0.3124060133
957	0.8792134831	0.312230326
958	0.8806179775	0.3121654248
959	0.8806179775	0.31208701
960	0.8806179775	0.3120258982
961	0.8806179775	0.3118635299
962	0.8806179775	0.3118438972
963	0.8806179775	0.3117784706
964	0.8806179775	0.3117507398
965	0.8806179775	0.3117469184
966	0.8806179775	0.3116971316
967	0.8820224719	0.311633327
968	0.8820224719	0.311621523
969	0.8820224719	0.3115104894
970	0.8820224719	0.3114414527
971	0.8820224719	0.3114172262
972	0.8820224719	0.3114117585
973	0.8820224719	0.3112769233
974	0.8820224719	0.3112685664
975	0.8834269663	0.3111168811
976	0.8834269663	0.3109142313
977	0.8834269663	0.3107877011
978	0.8834269663	0.3107528733
979	0.8834269663	0.3107200607
980	0.8834269663	0.3107040997
981	0.8834269663	0.3106542538
982	0.8834269663	0.3106211156
983	0.8834269663	0.3104575575
984	0.8834269663	0.3103106863
985	0.8834269663	0.310244939
986	0.8834269663	0.3101657147
987	0.8834269663	0.3099545923
988	0.8834269663	0.30994701
989	0.8834269663	0.3097456271
990	0.8834269663	0.3096344443
991	0.8834269663	0.3093468541
992	0.8834269663	0.3091773616
993	0.8834269663	0.3090063148
994	0.8834269663	0.3089682164
995	0.8834269663	0.3088714904
996	0.8834269663	0.3086853135
997	0.8834269663	0.3086752865
998	0.8834269663	0.3086111389
999	0.8834269663	0.3085793213
